Task_ID,Task_Name,Module,Assigned_Team,Estimated_Duration,Actual_Duration,Delay_Risk (%),Workload (%),Needed_Resources,Priority_Level,Resource_Availability,Required_Experience (Years),Planning_Conflict,Adaptability_Score,Scrum_Sprint_Count,Sprint_Velocity,Mapped_Role,AI_Willingness,AI_Usage_Percentage,AI_Familiarity,AI_Familiarity_Score,Agile_Familiarity,Agile_Familiarity_Score,Duration_Accuracy,Velocity_to_Experience_Ratio,AI_Adaptability_Index,Module_Encoded,Assigned_Team_Encoded,Needed_Resources_Encoded,Priority_Level_Encoded,Resource_Availability_Encoded,Planning_Conflict_Encoded,Mapped_Role_Encoded,AI_Familiarity_Encoded,Agile_Familiarity_Encoded
TASK_152,Task 152,Authentication,Frontend,0.2,0.050000000000000044,0.0,0.2857142857142858,,Low,Available in March,0.33333333333333337,Overlaps with Sprint 5,0.85,0.0,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2982456140350877,0.21249999999999997,0.8500000000000001,0,2,3,2,1,2,0,1,0
TASK_153,Task 153,Sprint Planning,DevOps,0.3333333333333333,0.050000000000000044,1.0,1.0,2 Backend Devs,Critical,Available in March,0.6666666666666666,Overlaps with Sprint 5,0.47,0.8333333333333333,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.38596491228070173,0.1075,0.4699999999999999,3,1,2,0,1,2,0,1,0
TASK_154,Task 154,Payment,FullStack,0.6000000000000001,0.5,0.0,1.0,,Critical,Busy,0.16666666666666666,No Conflict,0.92,0.6666666666666667,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19298245614035087,0.453125,0.92,2,3,3,0,2,0,0,1,0
TASK_155,Task 155,Authentication,FullStack,0.6000000000000001,0.10000000000000003,1.0,0.0,2 Backend Devs,Critical,Busy,0.9999999999999999,Overlaps with Holidays,0.5,0.5,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.47368421052631576,0.04062500000000001,0.5,0,3,2,0,2,1,0,1,0
TASK_156,Task 156,Sprint Planning,Frontend,0.9333333333333333,0.45000000000000007,1.0,0.5714285714285714,,Low,Available,0.16666666666666666,No Conflict,0.01,0.5,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.30451127819548873,0.34375,0.01,3,2,3,2,0,0,0,1,0
TASK_157,Task 157,Sprint Planning,DevOps,1.0,0.7000000000000001,1.0,0.0,1 React Dev,Medium,Available in March,0.33333333333333337,Overlaps with Sprint 5,0.48,0.8333333333333333,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.22437673130193903,0.16145833333333331,0.48,3,1,1,3,1,2,0,1,0
TASK_158,Task 158,Sprint Planning,QA,0.06666666666666671,0.8,0.5,0.0,,Low,Busy,0.0,No Conflict,0.98,0.8333333333333333,0.25,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.022556390977443608,0.671875,0.6184466019417475,3,4,3,2,2,0,1,0,0
TASK_159,Task 159,Payment,FullStack,0.8,0.7000000000000001,1.0,0.5714285714285714,1 React Dev,High,Available in March,0.0,Overlaps with Holidays,0.35,0.6666666666666667,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18282548476454294,0.8687499999999999,0.35,2,3,1,1,1,1,0,1,0
TASK_160,Task 160,Payment,Backend,0.39999999999999997,0.8,1.0,0.2857142857142858,1 QA Tester,Medium,Available,0.0,Overlaps with Sprint 5,0.13,0.0,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.08521303258145363,0.715625,0.13,2,0,0,3,0,2,0,1,0
TASK_161,Task 161,Sprint Planning,DevOps,0.9333333333333333,0.9000000000000001,0.0,0.5714285714285714,2 Backend Devs,Critical,Available,0.6666666666666666,Overlaps with Holidays,0.18,0.16666666666666674,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.16475972540045766,0.05062499999999999,0.18,3,1,2,0,0,1,0,1,0
TASK_162,Task 162,Sprint Planning,Backend,1.0,0.8,0.875,0.5714285714285714,2 Backend Devs,Critical,Available,0.33333333333333337,Overlaps with Holidays,0.38,0.16666666666666674,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19799498746867167,0.1833333333333333,0.38000000000000006,3,0,2,0,0,1,0,1,0
TASK_163,Task 163,Payment,QA,0.6000000000000001,0.050000000000000044,0.875,0.5714285714285714,1 React Dev,Medium,Busy,0.6666666666666666,No Conflict,0.83,0.16666666666666674,0.6000000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.5614035087719298,0.09000000000000001,0.5237864077669903,2,4,1,3,2,0,1,0,0
TASK_164,Task 164,Payment,QA,1.0,0.25,0.0,0.2857142857142858,,Medium,Available in March,0.16666666666666666,Overlaps with Holidays,0.44,0.9999999999999998,0.050000000000000044,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.47368421052631576,0.2453125,0.27766990291262134,2,4,3,3,1,1,1,0,0
TASK_165,Task 165,Testing,FullStack,0.13333333333333336,0.25,0.5,0.0,2 Backend Devs,Low,Busy,0.0,Overlaps with Sprint 5,0.23,0.5,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.13157894736842105,0.7593749999999999,0.23,4,3,2,2,2,2,0,1,0
TASK_166,Task 166,Sprint Planning,Backend,1.0,0.25,0.125,1.0,1 QA Tester,High,Available,0.6666666666666666,No Conflict,0.3,0.6666666666666667,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.47368421052631576,0.06375000000000001,0.3,3,0,0,1,0,0,0,1,0
TASK_167,Task 167,Dashboard,DevOps,0.39999999999999997,0.7000000000000001,0.125,1.0,,Low,Available,0.33333333333333337,Overlaps with Sprint 5,0.63,0.33333333333333326,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.09972299168975068,0.2708333333333333,0.63,1,1,3,2,0,2,0,1,0
TASK_168,Task 168,Payment,Backend,0.06666666666666671,0.8500000000000001,0.5,0.0,1 QA Tester,Medium,Available,0.16666666666666666,Overlaps with Holidays,0.54,0.0,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.019138755980861233,0.365625,0.54,2,0,0,3,0,1,0,1,0
TASK_169,Task 169,Sprint Planning,Backend,0.46666666666666673,0.9500000000000002,0.5,0.2857142857142858,1 QA Tester,Critical,Available,0.6666666666666666,No Conflict,0.74,0.0,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07894736842105263,0.04187500000000001,0.7399999999999999,3,0,0,0,0,0,0,1,0
TASK_170,Task 170,Payment,Frontend,0.3333333333333333,0.7000000000000001,1.0,1.0,1 React Dev,High,Available,0.33333333333333337,Overlaps with Holidays,0.86,0.33333333333333326,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.0858725761772853,0.2270833333333333,0.86,2,2,1,1,0,1,0,1,0
TASK_171,Task 171,Dashboard,FullStack,0.13333333333333336,0.3500000000000001,1.0,0.2857142857142858,1 React Dev,High,Available in March,0.16666666666666666,Overlaps with Holidays,0.43,0.16666666666666674,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10087719298245615,0.33281249999999996,0.43,1,3,1,1,1,1,0,1,0
TASK_172,Task 172,Authentication,Backend,0.5333333333333334,0.45000000000000007,0.875,0.2857142857142858,1 React Dev,High,Available,0.6666666666666666,Overlaps with Holidays,0.99,0.33333333333333326,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19172932330827067,0.06375000000000001,0.99,0,0,1,1,0,1,0,1,0
TASK_173,Task 173,Sprint Planning,FullStack,1.0,0.65,0.0,0.0,1 QA Tester,Medium,Busy,0.16666666666666666,No Conflict,0.46,0.8333333333333333,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.23976608187134502,0.40937499999999993,0.46,3,3,0,3,2,0,0,1,0
TASK_174,Task 174,Authentication,FullStack,0.7333333333333334,0.75,0.5,0.0,1 React Dev,Low,Available in March,0.16666666666666666,Overlaps with Holidays,0.33,0.5,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15789473684210525,0.33281249999999996,0.33000000000000007,0,3,1,2,1,1,0,1,0
TASK_175,Task 175,Dashboard,Frontend,0.7333333333333334,0.30000000000000004,0.5,0.5714285714285714,2 Backend Devs,Critical,Available,0.16666666666666666,Overlaps with Holidays,0.77,0.0,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.33014354066985646,0.44218749999999996,0.77,1,2,2,0,0,1,0,1,0
TASK_176,Task 176,Sprint Planning,QA,0.7333333333333334,0.45000000000000007,1.0,0.5714285714285714,1 React Dev,Low,Available,0.16666666666666666,Overlaps with Sprint 5,0.74,0.0,0.20000000000000018,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.24812030075187969,0.27812499999999996,0.46699029126213587,3,4,1,2,0,2,1,0,0
TASK_177,Task 177,Authentication,DevOps,1.0,0.8,0.875,0.0,1 React Dev,Medium,Available in March,0.9999999999999999,No Conflict,0.46,0.9999999999999998,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19799498746867167,0.05,0.46,0,1,1,3,1,0,0,1,0
TASK_178,Task 178,Dashboard,Backend,0.39999999999999997,0.7000000000000001,1.0,0.0,,Critical,Available in March,0.0,Overlaps with Holidays,0.83,0.16666666666666674,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.09972299168975068,1.0,0.83,1,0,3,0,1,1,0,1,0
TASK_179,Task 179,Payment,Backend,1.0,1.0,0.0,1.0,,High,Available,0.0,Overlaps with Holidays,0.27,0.8333333333333333,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15789473684210525,0.5625,0.27,2,0,3,1,0,1,0,1,0
TASK_180,Task 180,Payment,DevOps,0.26666666666666666,1.0,0.875,1.0,1 QA Tester,Low,Available,0.0,No Conflict,0.37,0.0,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.04210526315789473,0.8687499999999999,0.36999999999999994,2,1,0,2,0,0,0,1,0
TASK_181,Task 181,Payment,FullStack,0.26666666666666666,0.65,0.0,0.0,1 QA Tester,Medium,Available in March,0.6666666666666666,Overlaps with Sprint 5,0.07,0.16666666666666674,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07894736842105263,0.08125,0.07,2,3,0,3,1,2,0,1,0
TASK_182,Task 182,Sprint Planning,DevOps,0.06666666666666671,0.3500000000000001,0.875,0.2857142857142858,2 Backend Devs,Critical,Available,0.0,No Conflict,0.98,0.0,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07894736842105263,0.69375,0.98,3,1,2,0,0,0,0,1,0
TASK_183,Task 183,Authentication,QA,0.8,0.6000000000000001,0.875,1.0,1 React Dev,High,Busy,0.9999999999999999,Overlaps with Sprint 5,0.86,0.6666666666666667,0.7000000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.21052631578947367,0.04375,0.5427184466019417,0,4,1,1,2,2,1,0,0
TASK_184,Task 184,Sprint Planning,DevOps,0.26666666666666666,0.8,0.875,0.0,1 QA Tester,Medium,Available in March,0.33333333333333337,Overlaps with Holidays,0.95,0.33333333333333326,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06015037593984962,0.25625,0.9500000000000001,3,1,0,3,1,1,0,1,0
TASK_185,Task 185,Dashboard,QA,0.8,0.25,1.0,0.0,2 Backend Devs,Medium,Available,0.33333333333333337,Overlaps with Sprint 5,0.85,0.5,0.8000000000000003,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.3947368421052631,0.24166666666666664,0.5364077669902912,1,4,2,3,0,2,1,0,0
TASK_186,Task 186,Testing,Backend,0.26666666666666666,0.75,0.875,1.0,1 React Dev,Low,Available in March,0.0,Overlaps with Sprint 5,0.84,0.16666666666666674,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06578947368421052,0.8687499999999999,0.8399999999999999,4,0,1,2,1,2,0,1,0
TASK_187,Task 187,Authentication,DevOps,0.6000000000000001,0.55,0.125,0.2857142857142858,1 React Dev,Critical,Busy,0.6666666666666666,Overlaps with Holidays,0.88,0.8333333333333333,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17763157894736842,0.0725,0.88,0,1,1,0,2,1,0,1,0
TASK_188,Task 188,Sprint Planning,FullStack,0.5333333333333334,1.0,0.875,1.0,,Critical,Available,0.33333333333333337,Overlaps with Holidays,0.84,0.6666666666666667,0.20000000000000018,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.08421052631578949,0.15416666666666667,0.8399999999999999,3,3,3,0,0,1,0,1,0
TASK_189,Task 189,Testing,Backend,0.5333333333333334,0.75,1.0,0.2857142857142858,,Medium,Available in March,0.33333333333333337,Overlaps with Holidays,0.07,0.6666666666666667,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11842105263157895,0.1322916666666667,0.07,4,0,3,3,1,1,0,1,0
TASK_190,Task 190,Dashboard,FullStack,0.39999999999999997,0.25,0.5,0.0,,Critical,Available in March,0.33333333333333337,Overlaps with Holidays,0.55,0.0,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2368421052631579,0.20520833333333333,0.55,1,3,3,0,1,1,0,1,0
TASK_191,Task 191,Payment,Backend,0.6000000000000001,0.9500000000000002,0.5,1.0,,Critical,Busy,0.9999999999999999,Overlaps with Holidays,0.21,0.0,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10087719298245615,0.046875000000000014,0.20999999999999996,2,0,3,0,2,1,0,1,0
TASK_192,Task 192,Authentication,Backend,0.5333333333333334,0.10000000000000003,0.875,0.5714285714285714,,Medium,Available in March,0.9999999999999999,Overlaps with Holidays,0.92,0.6666666666666667,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.43609022556390975,0.02500000000000001,0.92,0,0,3,3,1,1,0,1,0
TASK_193,Task 193,Sprint Planning,QA,0.26666666666666666,0.55,1.0,0.2857142857142858,1 QA Tester,Critical,Available in March,0.33333333333333337,Overlaps with Sprint 5,0.74,0.5,0.10000000000000009,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.09539473684210525,0.13958333333333334,0.46699029126213587,3,4,0,0,1,2,1,0,0
TASK_194,Task 194,Payment,Backend,0.8,0.65,0.0,1.0,2 Backend Devs,Low,Available,0.33333333333333337,Overlaps with Sprint 5,0.82,0.8333333333333333,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.195906432748538,0.1322916666666667,0.82,2,0,2,2,0,2,0,1,0
TASK_195,Task 195,Testing,DevOps,0.6666666666666667,0.30000000000000004,1.0,0.0,1 QA Tester,Medium,Available,0.0,Overlaps with Holidays,0.82,0.9999999999999998,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.30622009569377984,1.0,0.82,4,1,0,3,0,1,0,1,0
TASK_196,Task 196,Testing,Backend,0.8,0.0,0.0,0.0,1 React Dev,Medium,Available,0.16666666666666666,Overlaps with Holidays,0.09,0.9999999999999998,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.8421052631578947,0.39843749999999994,0.09,4,0,1,3,0,1,0,1,0
TASK_197,Task 197,Authentication,Frontend,0.6666666666666667,1.0,0.0,1.0,1 QA Tester,High,Busy,0.6666666666666666,Overlaps with Sprint 5,0.16,0.6666666666666667,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10526315789473684,0.05062499999999999,0.16,0,2,0,1,2,2,0,1,0
TASK_198,Task 198,Payment,QA,0.39999999999999997,0.050000000000000044,0.125,0.2857142857142858,,Medium,Busy,0.16666666666666666,Overlaps with Holidays,0.54,0.8333333333333333,0.4500000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.4298245614035087,0.33281249999999996,0.3407766990291262,2,4,3,3,2,1,1,0,0
TASK_199,Task 199,Payment,DevOps,0.5333333333333334,0.3500000000000001,0.125,0.5714285714285714,2 Backend Devs,Critical,Available,0.16666666666666666,Overlaps with Holidays,0.26,0.33333333333333326,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.23245614035087714,0.32187499999999997,0.26,2,1,2,0,0,1,0,1,0
TASK_200,Task 200,Authentication,QA,0.7333333333333334,0.15000000000000002,0.125,0.5714285714285714,2 Backend Devs,High,Available in March,0.33333333333333337,Overlaps with Holidays,0.32,0.9999999999999998,0.0,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.47368421052631576,0.125,0.20194174757281552,0,4,2,1,1,1,1,0,0
TASK_201,Task 201,Sprint Planning,DevOps,0.8,0.8500000000000001,0.125,0.5714285714285714,1 React Dev,Medium,Available,0.9999999999999999,Overlaps with Holidays,0.99,0.8333333333333333,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15071770334928228,0.05312500000000002,0.99,3,1,1,3,0,1,0,1,0
TASK_202,Task 202,Dashboard,FullStack,0.7333333333333334,1.0,1.0,0.0,1 React Dev,Critical,Available in March,0.16666666666666666,No Conflict,0.56,0.33333333333333326,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11578947368421053,0.453125,0.56,1,3,1,0,1,0,0,1,0
TASK_203,Task 203,Sprint Planning,QA,1.0,0.2,0.125,1.0,2 Backend Devs,High,Available in March,0.0,No Conflict,0.49,0.33333333333333326,0.6000000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.5321637426900585,0.825,0.30922330097087375,3,4,2,1,1,0,1,0,0
TASK_204,Task 204,Authentication,Backend,1.0,0.9000000000000001,0.875,0.0,,High,Available in March,0.6666666666666666,Overlaps with Sprint 5,0.46,0.9999999999999998,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17620137299771166,0.12062500000000002,0.46,0,0,3,1,1,2,0,1,0
TASK_205,Task 205,Authentication,Backend,0.13333333333333336,0.9000000000000001,0.0,0.0,2 Backend Devs,Low,Available,0.16666666666666666,Overlaps with Sprint 5,0.0,0.5,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.02745995423340962,0.26718749999999997,0.0,0,0,2,2,0,2,0,1,0
TASK_206,Task 206,Authentication,FullStack,1.0,0.0,0.5,0.2857142857142858,1 React Dev,Critical,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.6,0.9999999999999998,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,1.0,0.2890625,0.6,0,3,1,0,1,2,0,1,0
TASK_207,Task 207,Authentication,FullStack,0.8,0.3500000000000001,0.875,0.0,,Low,Available,0.6666666666666666,Overlaps with Holidays,0.13,0.16666666666666674,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.3201754385964912,0.1075,0.13,0,3,3,2,0,1,0,1,0
TASK_208,Task 208,Payment,QA,0.7333333333333334,0.10000000000000003,0.125,0.0,,High,Busy,0.16666666666666666,Overlaps with Holidays,0.72,0.8333333333333333,0.7000000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.5488721804511278,0.38749999999999996,0.4543689320388349,2,4,3,1,2,1,1,0,0
TASK_209,Task 209,Testing,FullStack,0.3333333333333333,0.8,0.0,0.2857142857142858,2 Backend Devs,Critical,Available in March,0.6666666666666666,No Conflict,0.76,0.33333333333333326,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07268170426065163,0.11625,0.7600000000000001,4,3,2,0,1,0,0,1,0
TASK_210,Task 210,Payment,DevOps,1.0,0.050000000000000044,0.125,0.5714285714285714,1 React Dev,High,Available in March,0.0,Overlaps with Sprint 5,0.94,0.5,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.8245614035087718,0.7374999999999999,0.9399999999999998,2,1,1,1,1,2,0,1,0
TASK_211,Task 211,Dashboard,QA,0.8666666666666667,0.9000000000000001,0.0,0.2857142857142858,1 QA Tester,Medium,Available in March,0.9999999999999999,No Conflict,0.82,0.16666666666666674,0.8000000000000003,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.15331807780320367,0.05,0.5174757281553397,1,4,0,3,1,0,1,0,0
TASK_212,Task 212,Payment,Frontend,0.13333333333333336,1.0,0.5,0.2857142857142858,1 React Dev,Critical,Busy,0.9999999999999999,No Conflict,0.45,0.5,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.02105263157894738,0.031250000000000014,0.45,2,2,1,0,2,0,0,1,0
TASK_213,Task 213,Sprint Planning,FullStack,0.9333333333333333,0.65,0.125,0.5714285714285714,1 QA Tester,Critical,Available,0.16666666666666666,Overlaps with Holidays,0.41,0.6666666666666667,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.22514619883040937,0.44218749999999996,0.41,3,3,0,0,0,1,0,1,0
TASK_214,Task 214,Authentication,QA,0.46666666666666673,0.4,0.5,1.0,1 React Dev,High,Available,0.33333333333333337,Overlaps with Holidays,0.67,0.16666666666666674,0.8500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.1902834008097166,0.24895833333333328,0.4228155339805825,0,4,1,1,0,1,1,0,0
TASK_215,Task 215,Authentication,Frontend,0.2,0.10000000000000003,0.125,0.5714285714285714,1 QA Tester,Medium,Available in March,0.33333333333333337,Overlaps with Sprint 5,0.12,0.5,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.20520833333333333,0.12,0,2,0,3,1,2,0,1,0
TASK_216,Task 216,Testing,QA,0.9333333333333333,0.7000000000000001,0.5,0.5714285714285714,1 React Dev,Low,Available in March,0.16666666666666666,Overlaps with Holidays,0.45,0.0,0.25,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.21052631578947367,0.2890625,0.28398058252427183,4,4,1,2,1,1,1,0,0
TASK_217,Task 217,Testing,FullStack,0.6000000000000001,0.3500000000000001,0.0,1.0,2 Backend Devs,Medium,Busy,0.16666666666666666,No Conflict,0.15,0.5,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2543859649122807,0.2890625,0.15,4,3,2,3,2,0,0,1,0
TASK_218,Task 218,Dashboard,Frontend,0.26666666666666666,0.3500000000000001,0.875,0.5714285714285714,1 React Dev,High,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.22,0.6666666666666667,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.14473684210526316,0.3,0.22,1,2,1,1,1,2,0,1,0
TASK_219,Task 219,Payment,QA,0.46666666666666673,0.3500000000000001,0.125,0.0,,Low,Busy,0.33333333333333337,Overlaps with Sprint 5,0.77,0.5,0.5500000000000003,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.21052631578947367,0.20520833333333333,0.48592233009708735,2,4,3,2,2,2,1,0,0
TASK_220,Task 220,Authentication,Backend,0.46666666666666673,0.2,0.5,0.2857142857142858,,Critical,Available in March,0.33333333333333337,No Conflict,0.65,0.16666666666666674,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2982456140350877,0.16145833333333331,0.6499999999999999,0,0,3,0,1,0,0,1,0
TASK_221,Task 221,Authentication,DevOps,0.6666666666666667,0.30000000000000004,0.875,1.0,,Low,Busy,0.6666666666666666,Overlaps with Holidays,0.66,0.0,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.30622009569377984,0.094375,0.6600000000000001,0,1,3,2,2,1,0,1,0
TASK_222,Task 222,Payment,Backend,0.0,0.8500000000000001,1.0,0.5714285714285714,,Low,Available,0.9999999999999999,Overlaps with Sprint 5,0.36,0.8333333333333333,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.007177033492822962,0.0,0.36,2,0,3,2,0,2,0,1,0
TASK_223,Task 223,Authentication,FullStack,0.3333333333333333,0.9500000000000002,0.0,0.2857142857142858,,Low,Busy,0.6666666666666666,Overlaps with Sprint 5,0.97,0.8333333333333333,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.05701754385964912,0.09875000000000002,0.97,0,3,3,2,2,2,0,1,0
TASK_224,Task 224,Sprint Planning,Frontend,0.39999999999999997,0.9500000000000002,0.5,1.0,,Low,Available,0.16666666666666666,Overlaps with Sprint 5,0.94,0.9999999999999998,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06798245614035087,0.2890625,0.9399999999999998,3,2,3,2,0,2,0,1,0
TASK_225,Task 225,Authentication,QA,0.8,0.25,0.875,1.0,1 QA Tester,High,Busy,0.0,No Conflict,0.01,0.8333333333333333,0.75,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.3947368421052631,0.8906249999999999,0.006310679611650485,0,4,0,1,2,0,1,0,0
TASK_226,Task 226,Payment,QA,0.3333333333333333,0.0,0.125,0.0,,High,Available,0.6666666666666666,No Conflict,0.08,0.16666666666666674,0.6000000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.47368421052631576,0.09000000000000001,0.05048543689320388,2,4,3,1,0,0,1,0,0
TASK_227,Task 227,Authentication,FullStack,0.9333333333333333,0.65,0.5,0.2857142857142858,,Low,Available,0.9999999999999999,Overlaps with Sprint 5,0.33,0.5,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.22514619883040937,0.05312500000000002,0.33000000000000007,0,3,3,2,0,2,0,1,0
TASK_228,Task 228,Dashboard,QA,0.2,0.25,0.0,0.5714285714285714,1 QA Tester,Critical,Available in March,0.6666666666666666,Overlaps with Sprint 5,0.23,0.6666666666666667,0.20000000000000018,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.15789473684210525,0.05500000000000001,0.14514563106796116,1,4,0,0,1,2,1,0,0
